model,launchDate,numCores,numThreads,baseClock,maxboostClock,allCoreBoostSpeed,L1Cache,L2Cache,L3Cache,processTech,PCIeVersion,PCIeLanes,defaultTDP,configTDP,tjMax,sysMemType,sysMemSpecs,memChannels,perSocketMemBW,graphicsCores,graphicsFreq,unlocked,platform,cpuSocket,socketCount,family,line,graphicsModel,thermalSolution
A6 PRO-7050B with Radeon™ R4 Graphics,,2,2,2.2,3,,,1,,28,,,100,,,DDR3L,1600,2,,3,533,No,Laptop,FP3,,AMD PRO A-Series Processors,AMD PRO A-Series A6 APU for Laptops,AMD Radeon™ R4 Graphics,
A6 PRO-7400B with Radeon™ R5 Graphics,,2,2,3.5,3.9,,,1,,28,,,65,35-65,70,DDR3,1866,2,,4,756,No,Desktop,FM2+,,AMD PRO A-Series Processors,AMD PRO A-Series A6 APU for Desktops,AMD Radeon™ R5 Graphics,
A6-5200 with Radeon™ HD 8400,,4,4,2,,,256,2,,28,,,25,,90,DDR3,1600,1,,,600,No,Desktop,FT3,,AMD A-Series Processors,AMD A6-Series APU for Desktops,AMD Radeon™ HD 8400,
A6-5200M with Radeon™ HD 8400,,4,4,2,,,,2,,28,,,25,,,,,1,,,,No,Laptop,FT3,,AMD A-Series Processors,AMD A6-Series APU for Laptops,AMD Radeon™ HD 8400,
A6-5350M with Radeon™ HD 8450G,,2,2,2.9,3.5,,,2,,32,,,35,,,DDR3,1600,2,,,533,No,Laptop,FS1r2,,AMD A-Series Processors,AMD A6-Series APU for Laptops,AMD Radeon™ HD 8450G,
A6-6310 with Radeon™ R4 Graphics,,4,4,1.8,2.4,,128,2,,28,,,25,,90,DDR3,1866,1,,,800,No,Desktop,FT3b,,AMD A-Series Processors,AMD A6-Series APU for Desktops,AMD Radeon™ R4 Series,
A6-6310 with Radeon™ R4 Graphics,,4,4,2.4,,,,2,,28,,,15,,,DDR3L,1865,1,,,,No,Laptop,FT3b,,AMD A-Series Processors,AMD A6-Series APU for Laptops,AMD Radeon™ R4 Graphics,
A6-6400B with Radeon™ HD 8470D,,2,2,3.9,4.1,,96,1,,32,,,65,,70,DDR3,1866,2,,,800,No,Desktop,FM2,,AMD A-Series Processors,AMD Business Class - Dual-Core A6-Series APU for Desktops,AMD Radeon™ HD 8470D,
A6-6400K with Radeon™ HD 8470D,,2,2,3.9,4.1,,96,1,,32,,,65,,70,DDR3,1866,2,,,800,Yes,Desktop,FM2,,AMD A-Series Processors,AMD A6-Series APU for Desktops,AMD Radeon™ HD 8470D,
A6-6420B with Radeon™ HD 8470D,,2,2,4,4.2,,96,1,,32,,,65,,70,DDR3,1866,2,,,800,No,Desktop,FM2,,AMD A-Series Processors,AMD Business Class - Dual-Core A6-Series APU for Desktops,AMD Radeon™ HD 8470D,
A6-6420K with Radeon™ HD 8470D,,2,2,4,4.2,,96,1,,32,,,65,,70,DDR3,1866,2,,,800,Yes,Desktop,FM2,,AMD A-Series Processors,AMD A6-Series APU for Desktops,AMD Radeon™ HD 8470D,
A6-7000 with Radeon™ R4 Graphics,,2,2,2.2,3,,,1,,28,,,17,,,,,2,,3,533,No,Laptop,FT3,,AMD A-Series Processors,AMD A6-Series APU for Laptops,AMD Radeon™ R4 Graphics,
A6-7310 with Radeon™ R4 Graphics,,4,4,2,2.4,,,2,,28,,,,,90,DDR3L,1866,1,,,800,No,Laptop,FP4,,AMD A-Series Processors,AMD A6-Series APU for AIOs,AMD Radeon™ R4 Graphics,
A6-7310 with Radeon™ R4 Graphics,,4,4,2,2.4,,,2,,28,,,15,,90,DDR3L,1866,1,,,800,No,Laptop,FP4,,AMD A-Series Processors,AMD A6-Series APU for Laptops,AMD Radeon™ R4 Graphics,
A6-7310 with Radeon™ R4 Graphics,,4,4,2,2.4,,,2,,28,,,15,,90,DDR3L,1866,1,,,800,No,Laptop,FT3b,,AMD A-Series Processors,AMD A6-Series APU for Laptops,AMD Radeon™ R4 Graphics,
A6-7400K with Radeon™ R5 Series,,2,2,3.5,3.9,,128,1,,28,,,65,45-65,70,DDR3,1866,2,,4,758,Yes,Desktop,FM2+,,AMD A-Series Processors,AMD A6-Series APU for Desktops,AMD Radeon™ R5 Graphics,
A6-7470K with Radeon™ R5 Series,,2,,3.7,4,,256,1,,28,,,65,45-65,71.3,DDR3,2133,2,,4,800,Yes,Desktop,FM2+,,AMD A-Series Processors,AMD A6-Series APU for Desktops,AMD Radeon™ R5 Graphics,
A6-8500P with Radeon™ R5 Graphics,,2,2,1.6,3,,,1,,28,,,,,90,,,2,,4,800,No,Laptop,FP4,,AMD A-Series Processors,AMD A6-Series APU for AIOs,AMD Radeon™ R5 Graphics,
A6-8500P with Radeon™ R5 Graphics,,2,2,1.6,3,,,1,,28,,,15,,90,,,2,,4,800,No,Laptop,FP4,,AMD A-Series Processors,AMD A6-Series APU for Laptops,AMD Radeon™ R5 Graphics,
A8 PRO-7150B with Radeon™ R5 Graphics,,4,4,1.9,3.2,,,4,,28,,,100,,,DDR3L,1600,2,,6,533,No,Laptop,FP3,,AMD PRO A-Series Processors,AMD PRO A-Series A8 APU for Laptops,AMD Radeon™ R5 Graphics,
A8 PRO-7600B with Radeon™ R7 Graphics,,4,4,3.1,3.8,,,4,,28,,,65,35-65,71.3,DDR3,2133,2,,6,720,No,Desktop,FM2+,,AMD PRO A-Series Processors,AMD PRO A-Series A8 APU for Desktops,AMD Radeon™ R7 Graphics,
A8-6410 with Radeon™ R5 Graphics,,4,4,2.2,2.5,,,2,,28,,,,,90,DDR3L,1866,1,,,847,No,Laptop,FT3b,,AMD A-Series Processors,AMD A8-Series APU for AIOs,AMD Radeon™ R5 Graphics,
A8-6410 with Radeon™ R5 Graphics,,4,4,2,2.4,,,2,,28,,,15,,90,DDR3L,1866,1,,,847,No,Laptop,FT3b,,AMD A-Series Processors,AMD A8-Series APU for Laptops,AMD Radeon™ R5 Graphics,
A8-6500 with Radeon™ HD 8570D,,4,4,3.5,4.1,,192,4,,32,,,65,,71.3,DDR3,1866,2,,,800,No,Desktop,FM2,,AMD A-Series Processors,AMD A8-Series APU for Desktops,AMD Radeon™ HD 8570D,
A8-6500B with Radeon™ HD 8570D,,4,4,3.5,4.1,,192,4,,32,,,65,,71.3,DDR3,1866,2,,,800,No,Desktop,FM2,,AMD A-Series Processors,AMD Business Class - Quad-Core A8-Series APU for Desktops,AMD Radeon™ HD 8570D,
A8-6500T with Radeon™ HD 8550D,,4,4,2.1,3.1,,192,4,,32,,,45,,71.3,DDR3,1866,2,,,720,No,Desktop,FM2,,AMD A-Series Processors,AMD A8-Series APU for Desktops,AMD Radeon™ HD 8550D,
A8-6600K with Radeon™ HD 8570D,,4,4,3.9,4.2,,192,4,,32,,,65,,74,DDR3,1866,2,,,844,Yes,Desktop,FM2,,AMD A-Series Processors,AMD A8-Series APU for Desktops,AMD Radeon™ HD 8570D,
A8-7100 with Radeon™ R5 Graphics,,4,4,1.8,3,,,4,,28,,,20,,,DDR3,1600,2,,4,514,No,Laptop,FP3,,AMD A-Series Processors,AMD A8-Series APU for Laptops,AMD Radeon™ R5 Graphics,
A8-7200P with Radeon™ R5 Graphics,,4,4,2.4,3.3,,,4,,28,,,100,,,DDR3,1866,2,,4,626,No,Laptop,FP3,,AMD A-Series Processors,AMD A8-Series APU for Laptops,AMD Radeon™ R5 Graphics,
A8-7410 with Radeon™ R5 Graphics,,4,4,2.2,2.5,,,2,,28,,,15,,90,DDR3L,1866,1,,,847,No,Laptop,FP4,,AMD A-Series Processors,AMD A8-Series APU for Laptops,AMD Radeon™ R5 Graphics,
A8-7600 with Radeon™ R7 Series,,4,4,3.1,3.8,,256,4,,28,,,65,45-65,71.3,DDR3,2133,2,,6,720,No,Desktop,FM2+,,AMD A-Series Processors,AMD A8-Series APU for Desktops,AMD Radeon™ R7 Graphics,
A8-7650K with Radeon™ R7 Graphics and Near Silent Thermal Solution,,4,4,3.3,3.8,,256,4,,28,,,95,,72.4,DDR3,2133,2,,6,720,Yes,Desktop,FM2+,,AMD A-Series Processors,AMD A8-Series APU for Desktops,AMD Radeon™ R7 Graphics,Near Silent 95W
A8-7650K with Radeon™ R7 Series,,4,4,3.3,3.8,,256,4,,28,,,95,,72.4,DDR3,2133,2,,6,720,Yes,Desktop,FM2+,,AMD A-Series Processors,AMD A8-Series APU for Desktops,AMD Radeon™ R7 Graphics,
A8-7670K with Radeon™ R7 Graphics and Near Silent Thermal Solution,,4,4,3.6,3.9,,256,4,,28,,,95,,72.4,DDR3,2133,2,,6,757,Yes,Desktop,FM2+,,AMD A-Series Processors,AMD A8-Series APU for Desktops,AMD Radeon™ R7 Graphics,Near Silent 95W
A8-8600P with Radeon™ R6 Graphics,,4,4,1.6,3,,,2,,28,,,,,90,DDR3,2133,2,,6,720,No,Laptop,FP4,,AMD A-Series Processors,AMD A8-Series APU for AIOs,AMD Radeon™ R6 Graphics,
AMD Athlon™ 200GE,,2,4,3.2,,,192,1,4,14,3.0,,35,,95,,2666,2,,3,1000,No,Desktop,AM4,,AMD Athlon™ Processors,AMD Athlon™ Desktop Processors with Radeon™ Vega Graphics,Radeon™ Vega 3 Graphics,
AMD Athlon™ 220GE,,2,4,3.4,,,192,1,4,14,3.0,,35,,95,,2666,2,,3,1000,No,Desktop,AM4,,AMD Athlon™ Processors,AMD Athlon™ Desktop Processors with Radeon™ Vega Graphics,Radeon™ Vega 3 Graphics,
AMD Athlon™ 240GE,,2,4,3.5,,,192,1,4,14,3.0,,35,,95,,2666,2,,3,1000,No,Desktop,AM4,,AMD Athlon™ Processors,AMD Athlon™ Desktop Processors with Radeon™ Vega Graphics,Radeon™ Vega 3 Graphics,
AMD Athlon™ 3000G,,2,4,3.5,,,192,1,4,14,3.0,,35,,95,,2666,2,,3,1100,Yes,Desktop,AM4,,AMD Athlon™ Processors,AMD Athlon™ Desktop Processors with Radeon™ Graphics,Radeon™ Vega 3 Graphics,
AMD Athlon™ 300U,,2,4,2.4,3.3,,193,1,4,14,,,15,,105,,2400,2,,3,1000,No,Laptop,FP5,,AMD Athlon™ Processors,AMD Athlon™ Mobile Processors with Radeon™ Vega Graphics,Radeon™ Vega 3 Graphics,
AMD Athlon™ PRO 200GE,,2,4,3.2,,,192,1,4,14,3.0,,35,,95,,2666,2,,3,1000,No,Desktop,AM4,,AMD Athlon™ PRO Processors,AMD Athlon™ PRO Desktop Processors with Radeon™ Vega Graphics,Radeon™ Vega 3 Graphics,
AMD Athlon™ PRO 200U Mobile Processor with Radeon™ Vega 3 Graphics,,2,4,2.3,3.2,,192,1,4,14,3.0,,15,12-25,105,,2400,2,,3,1000,No,Laptop,FP5,,AMD Athlon™ PRO Processors,AMD Athlon™ PRO Mobile Processors with Radeon™ Vega Graphics,Radeon™ Vega 3 Graphics,
AMD Athlon™ PRO 300U Mobile Processor with Radeon™ Vega 3 Graphics,,2,4,2.4,3.3,,384,1,4,14,3.0,,15,12-25,95,,2400,2,,3,1000,No,Laptop,FP5,,AMD Athlon™ PRO Processors,AMD Athlon™ PRO Mobile Processors with Radeon™ Vega Graphics,Radeon™ Vega 3 Graphics,
AMD EPYC™ 7232P,,8,16,3.1,3.2,,,,32,,4.0,128,120,,,DDR4,3200,8,85.3,,,,Server,SP3,1P,AMD EPYC™,AMD EPYC™ 7002 Series,,
AMD EPYC™ 7251,,8,16,2.1,2.9,2.90,,,32,,3.0,128,120,,,DDR4,2400,8,153.6,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7001 Series,,
AMD EPYC™ 7252,,8,16,3.1,3.2,,,,64,,4.0,128,120,,,DDR4,3200,8,85.3,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7002 Series,,
AMD EPYC™ 7261,,8,16,2.5,2.9,2.90,,,64,,,,170,,,DDR4,2666,8,170.6,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7001 Series,,
AMD EPYC™ 7262,,8,16,3.2,3.4,,,,128,,4.0,128,155,,,DDR4,3200,8,204.8,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7002 Series,,
AMD EPYC™ 7272,,12,24,2.9,3.2,,,,64,,4.0,128,120,,,DDR4,3200,8,85.3,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7002 Series,,
AMD EPYC™ 7281,,16,32,2.1,2.7,2.70,,,32,,3.0,128,170,,,DDR4,2666,8,170.6,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7001 Series,,
AMD EPYC™ 7282,,16,32,2.8,3.2,,,,64,,4.0,128,120,,,DDR4,3200,8,85.3,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7002 Series,,
AMD EPYC™ 7301,,16,32,2.2,2.7,2.70,,,64,,3.0,128,170,,,DDR4,2666,8,170.6,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7001 Series,,
AMD EPYC™ 7302,,16,32,3,3.3,,,,128,,4.0,128,155,,,DDR4,3200,8,204.8,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7002 Series,,
AMD EPYC™ 7302P,,16,32,3,3.3,,,,128,,4.0,128,155,,,DDR4,3200,8,204.8,,,,Server,SP3,1P,AMD EPYC™,AMD EPYC™ 7002 Series,,
AMD EPYC™ 7351,,16,32,2.4,2.9,2.90,,,64,,3.0,128,170,,,DDR4,2666,8,170.6,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7001 Series,,
AMD EPYC™ 7351P,,16,32,2.4,2.9,2.90,,,64,,3.0,128,170,,,DDR4,2666,8,170.6,,,,Server,SP3,1P,AMD EPYC™,AMD EPYC™ 7001 Series,,
AMD EPYC™ 7352,,24,48,2.3,3.2,,,,128,,4.0,128,155,,,DDR4,3200,8,204.8,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7002 Series,,
AMD EPYC™ 7371,,16,32,3.1,3.8,3.60,,,64,,3.0,128,200,,,DDR4,2666,8,170.6,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7001 Series,,
AMD EPYC™ 7373X,,16,32,3.05,3.8,,,,768,,4.0,128,240,225-280,,DDR4,3200,8,204.8,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7003 Series with AMD 3D V-Cache™,,
AMD EPYC™ 7401,,24,48,2,3,2.80,,,64,,3.0,128,170,,,DDR4,2666,8,170.6,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7001 Series,,
AMD EPYC™ 7401P,,24,48,2,3,2.80,,,64,,3.0,128,170,,,DDR4,2666,8,170.6,,,,Server,SP3,1P,AMD EPYC™,AMD EPYC™ 7001 Series,,
AMD EPYC™ 7402,,24,48,2.8,3.35,,,,128,,4.0,128,180,,,DDR4,3200,8,204.8,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7002 Series,,
AMD EPYC™ 7402P,,24,48,2.8,3.35,,,,128,,4.0,128,180,,,DDR4,3200,8,204.8,,,,Server,SP3,1P,AMD EPYC™,AMD EPYC™ 7002 Series,,
AMD EPYC™ 7451,,24,48,2.3,3.2,2.90,,,64,,3.0,128,180,,,DDR4,2666,8,170.6,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7001 Series,,
AMD EPYC™ 7452,,32,64,2.35,3.35,,,,128,,4.0,128,155,,,DDR4,3200,8,204.8,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7002 Series,,
AMD EPYC™ 7473X,,24,48,2.8,3.7,,,,768,,4.0,128,240,225-280,,DDR4,3200,8,204.8,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7003 Series with AMD 3D V-Cache™,,
AMD EPYC™ 7501,,32,64,2,3,2.60,,,64,,3.0,128,170,,,DDR4,2666,8,170.6,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7001 Series,,
AMD EPYC™ 7502,,32,64,2.5,3.35,,,,128,,4.0,128,180,,,DDR4,3200,8,204.8,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7002 Series,,
AMD EPYC™ 7502P,,32,64,2.5,3.35,,,,128,,4.0,128,180,,,DDR4,3200,8,204.8,,,,Server,SP3,1P,AMD EPYC™,AMD EPYC™ 7002 Series,,
AMD EPYC™ 7532,,32,64,2.4,3.3,,,,256,,4.0,128,200,,,DDR4,3200,8,204.8,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7002 Series,,
AMD EPYC™ 7542,,32,64,2.9,3.4,,,,128,,4.0,128,225,,,DDR4,3200,8,204.8,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7002 Series,,
AMD EPYC™ 7551,,32,64,2,3,2.55,,,64,,3.0,128,180,,,DDR4,2666,8,170.6,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7001 Series,,
AMD EPYC™ 7551P,,32,64,2,3,2.55,,,64,,3.0,128,180,,,DDR4,2666,8,170.6,,,,Server,SP3,1P,AMD EPYC™,AMD EPYC™ 7001 Series,,
AMD EPYC™ 7552,,48,96,2.2,3.3,,,,192,,4.0,128,200,,,DDR4,3200,8,204.8,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7002 Series,,
AMD EPYC™ 7573X,,32,64,2.8,3.6,,,,768,,4.0,128,280,225-280,,DDR4,3200,8,204.8,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7003 Series with AMD 3D V-Cache™,,
AMD EPYC™ 7601,,32,64,2.2,3.2,2.70,,,64,,3.0,128,180,,,DDR4,2666,8,170.6,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7001 Series,,
AMD EPYC™ 7642,,48,96,2.3,3.3,,,,256,,4.0,128,225,,,DDR4,3200,8,204.8,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7002 Series,,
AMD EPYC™ 7662,,64,128,2,3.3,,,,256,,4.0,128,225,,,DDR4,3200,8,204.8,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7002 Series,,
AMD EPYC™ 7702,,64,128,2,3.35,,,,256,,4.0,128,200,,,DDR4,3200,8,204.8,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7002 Series,,
AMD EPYC™ 7702P,,64,128,2,3.35,,,,256,,4.0,128,200,,,DDR4,3200,8,204.8,,,,Server,SP3,1P,AMD EPYC™,AMD EPYC™ 7002 Series,,
AMD EPYC™ 7742,,64,128,2.25,3.4,,,,256,,4.0,128,225,,,DDR4,3200,8,204.8,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7002 Series,,
AMD EPYC™ 7773X,,64,128,2.2,3.5,,,,768,,4.0,128,280,225-280,,DDR4,3200,8,204.8,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7003 Series with AMD 3D V-Cache™,,
AMD EPYC™ 7F32,,8,16,3.7,3.9,,,,128,,4.0,128,180,,,DDR4,3200,8,204.8,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7002 Series,,
AMD EPYC™ 7F52,,16,32,3.5,3.9,,,,256,,4.0,128,240,,,DDR4,3200,8,204.8,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7002 Series,,
AMD EPYC™ 7F72,,24,48,3.2,3.7,,,,192,,4.0,128,240,,,DDR4,3200,8,204.8,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7002 Series,,
AMD EPYC™ 7H12,,64,128,2.6,3.3,,,,256,,4.0,128,280,,,DDR4,3200,8,204.8,,,,Server,SP3,1P/2P,AMD EPYC™,AMD EPYC™ 7002 Series,,
AMD Opteron™ X2150 APU,,4,4,1.9,,,,2,,28,,,22,,,DDR3,,,,,600,No,Server,FT3,,AMD Opteron™,AMD Opteron™ X2100 Series APU,AMD Radeon™ HD 8400,
AMD Opteron™ X2170,,4,4,2.4,,,,2,,28,,,25,,,DDR3,1866,,,,800,,Server,FT3,,AMD Opteron™,AMD Opteron™ X2100 Series APU,,
AMD Ryzen™ 3 4100,,4,8,3.8,4,,256,2,4,7,3.0,,65,,95,DDR4,3200,2,,,,Yes,Desktop,AM4,1P,AMD Ryzen™ Processors,AMD Ryzen™ 3 Desktop Processors,,Wraith Stealth
AMD Ryzen™ 3 5125C,,2,4,3,3,,128,1,8,7,3.0,,15,,95,DDR4,,2,,3,,No,Laptop,FP6,,AMD Ryzen™ Processors,AMD Ryzen™ 3 Mobile Processors with Radeon™ Graphics,AMD Radeon™ Graphics,
AMD Ryzen™ 3 5425C,,4,8,2.7,4.1,,256,2,8,7,3.0,,15,,95,DDR4,,2,,6,,No,Laptop,FP6,,AMD Ryzen™ Processors,AMD Ryzen™ 3 Mobile Processors with Radeon™ Graphics,AMD Radeon™ Graphics,
AMD Ryzen™ 3 5425U,,4,8,2.7,4.1,,256,2,8,7,3.0,,15,,95,DDR4,,2,,6,1600,No,Laptop,FP6,,AMD Ryzen™ Processors,AMD Ryzen™ 3 Mobile Processors with Radeon™ Graphics,AMD Radeon™ Graphics,
AMD Ryzen™ 3 PRO 5475U,,4,8,2.7,4.1,,256,2,8,7,3.0,,15,,95,DDR4,,2,,6,1600,No,Laptop,FP6,,AMD Ryzen™ PRO Processors,AMD Ryzen™ 3 PRO 5000 Series Mobile Processors,AMD Radeon™ Graphics,
AMD Ryzen™ 5 1600 (AF),,6,12,3.2,3.6,,576,3,16,12,3.0,16,65,,95,DDR4,2666,2,,,,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 5 Desktop Processors,,Wraith Stealth
AMD Ryzen™ 5 3400G with Radeon™ RX Vega 11 Graphics,,4,8,3.7,4.2,,384,2,4,12,3.0,,65,45-65,95,DDR4,,2,,11,1400,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 5 Desktop Processors with Radeon™ Vega Graphics,Radeon™ RX Vega 11 Graphics,Wraith Spire
AMD Ryzen™ 5 3500,,6,6,3.6,4.1,,384,3,16,7,4.0,16,65,,95,DDR4,3200,2,,,,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 5 Desktop Processors,,
AMD Ryzen™ 5 3580U Microsoft Surface® Edition,,4,8,2.1,3.7,,384,2,4,12,3.0,,15,12-35,105,,2400,2,,9,1300,No,Laptop,FP5,,AMD Ryzen™ Processors,AMD Ryzen™ 5 Mobile Processors with Radeon™ Vega 9 Graphics Microsoft Surface® Edition,Radeon™ Vega 9 Graphics,
AMD Ryzen™ 5 4500,,6,12,3.6,4.1,,384,3,8,7,3.0,,65,,95,DDR4,3200,2,,,,Yes,Desktop,AM4,1P,AMD Ryzen™ Processors,AMD Ryzen™ 5 Desktop Processors,,Wraith Stealth
AMD Ryzen™ 5 5500,,6,12,3.6,4.2,,384,3,16,7,3.0,,65,,90,DDR4,3200,2,,,,Yes,Desktop,AM4,1P,AMD Ryzen™ Processors,AMD Ryzen™ 5 Desktop Processors,,Wraith Stealth
AMD Ryzen™ 5 5600,,6,12,3.5,4.4,,384,3,32,7,4.0,,65,,90,DDR4,3200,2,,,,Yes,Desktop,AM4,1P,AMD Ryzen™ Processors,AMD Ryzen™ 5 Desktop Processors,,Wraith Stealth
AMD Ryzen™ 5 5625C,,6,12,2.3,4.3,,384,3,16,7,3.0,,15,,95,DDR4,,2,,7,,No,Laptop,FP6,,AMD Ryzen™ Processors,AMD Ryzen™ 5 Mobile Processors with Radeon™ Graphics,AMD Radeon™ Graphics,
AMD Ryzen™ 5 5625U,,6,12,2.3,4.3,,384,3,16,7,3.0,,15,,95,DDR4,,2,,7,1800,No,Laptop,FP6,,AMD Ryzen™ Processors,AMD Ryzen™ 5 Mobile Processors with Radeon™ Graphics,AMD Radeon™ Graphics,
AMD Ryzen™ 5 PRO 2600,,6,12,3.4,3.9,,576,3,16,12,3.0,,65,,95,DDR4,2933,2,,,,No,Desktop,AM4,,AMD Ryzen™ PRO Processors,AMD Ryzen™ 5 PRO Desktop Processors,,
AMD Ryzen™ 5 PRO 5675U,,6,12,2.3,4.3,,384,3,16,7,3.0,,15,,95,DDR4,,2,,7,1800,No,Laptop,FP6,,AMD Ryzen™ PRO Processors,AMD Ryzen™ 5 PRO 5000 Series Mobile Processors,AMD Radeon™ Graphics,
AMD Ryzen™ 7 3780U Microsoft Surface® Edition,,4,8,2.3,4,,384,2,4,12,3.0,,15,12-35,105,,2400,2,,11,1400,No,Laptop,FP5,,AMD Ryzen™ Processors,AMD Ryzen™ 7 Mobile Processors with Radeon™ RX Vega 11 Graphics Microsoft Surface® Edition,Radeon™ RX Vega 11 Graphics,
AMD Ryzen™ 7 5700X,,8,16,3.4,4.6,,512,4,32,7,4.0,,65,,90,DDR4,3200,2,,,,Yes,Desktop,AM4,1P,AMD Ryzen™ Processors,AMD Ryzen™ 7 Desktop Processors,,
AMD Ryzen™ 7 5800X3D,,8,16,3.4,4.5,,512,4,96,7,4.0,,105,,90,DDR4,,2,,,,,Desktop,AM4,1P,AMD Ryzen™ Processors,AMD Ryzen™ 7 Desktop Processors,,
AMD Ryzen™ 7 5825C,,8,16,2,4.5,,512,4,16,7,3.0,,15,,95,DDR4,,2,,8,,No,Laptop,FP6,,AMD Ryzen™ Processors,AMD Ryzen™ 7 Mobile Processors with Radeon™ Graphics,AMD Radeon™ Graphics,
AMD Ryzen™ 7 5825U,,8,16,2,4.5,,512,4,16,7,3.0,,15,,95,DDR4,,2,,8,2000,No,Laptop,FP6,,AMD Ryzen™ Processors,AMD Ryzen™ 7 Mobile Processors with Radeon™ Graphics,AMD Radeon™ Graphics,
AMD Ryzen™ 7 PRO 2700,,8,16,3.2,4.1,,768,4,16,12,3.0,,65,,95,DDR4,2933,2,,,,No,Desktop,AM4,,AMD Ryzen™ PRO Processors,AMD Ryzen™ 7 PRO Desktop Processors,,
AMD Ryzen™ 7 PRO 2700X,,8,16,3.6,4.1,,768,4,16,12,3.0,,95,,95,DDR4,2933,2,,,,No,Desktop,AM4,,AMD Ryzen™ PRO Processors,AMD Ryzen™ 7 PRO Desktop Processors,,
AMD Ryzen™ 7 PRO 5875U,,8,16,2,4.5,,512,4,16,7,3.0,,15,,95,DDR4,,2,,8,2000,No,Laptop,FP6,,AMD Ryzen™ PRO Processors,AMD Ryzen™ 7 PRO 5000 Series Mobile Processors,AMD Radeon™ Graphics,
AMD Ryzen™ 9 3950X,,16,32,3.5,4.7,,1024,8,64,7,4.0,,105,,95,DDR4,,2,,,,Yes,Desktop,AM4,,AMD Ryzen™ Processors,AMD Ryzen™ 9 Desktop Processors,,
AMD Ryzen™ Threadripper™ 3990X,,64,128,2.9,4.3,,4096,32,256,7,4.0,,280,,95,DDR4,,4,,,,Yes,Desktop,sTRX4,,AMD Ryzen™ Processors,AMD Ryzen™ Threadripper™ Processors,,
AMD Ryzen™ Threadripper™ PRO 5945WX,,12,24,4.1,4.5,,765,6,64,7,4.0,,280,,95,DDR4,3200,8,,,,No,Desktop,sWRX8,1P,AMD Ryzen™ PRO Processors,AMD Ryzen™ Threadripper™ PRO 5000 WX-Series,,
AMD Ryzen™ Threadripper™ PRO 5955WX,,16,32,4,4.5,,1024,8,64,7,4.0,,280,,95,DDR4,3200,8,,,,No,Desktop,sWRX8,1P,AMD Ryzen™ PRO Processors,AMD Ryzen™ Threadripper™ PRO 5000 WX-Series,,
AMD Ryzen™ Threadripper™ PRO 5965WX,,24,48,3.8,4.5,,1536,12,128,7,4.0,,280,,95,DDR4,3200,8,,,,No,Desktop,sWRX8,1P,AMD Ryzen™ PRO Processors,AMD Ryzen™ Threadripper™ PRO 5000 WX-Series,,
